174148,0,701006,0,0,0,307,1930,832,1047,1479,6345,6164,1441,448,549117,2603,5221,17868,9775,11596,33766,64330,111033,93488,128044,160332,240412,123907,249780,510344,334154,910027,1708044,61233661,224443,0,0,0,0
16253,0,719642,0,0,45,12695,9097,19740,46314,88471,12411,9664,7710,8603,513114,14825,13151,27771,15142,21983,41170,75571,131294,105693,152507,153551,225779,144950,261603,503495,400351,912750,1737089,60963777,250881,0,0,0,0
14686,0,726984,0,13,97,14514,9175,20353,47969,89056,14393,13175,10624,145343,362896,18124,14088,31028,18037,25012,44589,82057,131505,106753,154219,152186,224802,153038,261954,501510,423410,919861,1785317,60818758,281566,0,0,0,0
11647,0,738840,0,36,549,14318,25434,19356,59471,68262,14231,16514,13800,232635,265568,18888,13601,31765,19984,24939,47300,90907,130475,104288,155235,146223,222253,156393,260358,488496,435291,920614,1779299,60813488,276634,0,0,0,0
15560,0,755385,0,37,2107,22467,28173,28240,53613,52017,12244,18024,14975,247279,246261,18034,12252,27834,18985,23358,51627,97299,128456,100133,157752,136641,209441,157535,259363,460839,433849,908413,1756013,60881844,281042,0,0,0,0
16463,0,804903,0,37,2253,12201,14922,17774,18100,23457,20338,20816,24017,190172,195798,32824,36357,37070,22405,49564,59206,116144,116154,113384,180342,132000,193154,169411,288400,444545,456745,864598,1610397,61007290,325851,0,0,0,0
18874,0,814582,0,31,2586,11792,14709,19386,19038,26881,24307,17938,22478,190295,206411,31947,40239,42718,22595,54151,53763,105876,129729,116904,167141,158466,213111,184939,332666,477282,576761,868152,3010433,59301743,339168,0,0,0,0
18818,0,826918,0,39,2987,10612,13215,16901,18046,24223,26404,16057,20945,188227,209599,30444,40404,43130,21014,54633,49464,101316,131728,115826,166053,166688,215173,195587,358018,481870,648310,854534,3830298,58375362,344249,0,0,0,0
19092,0,845786,0,23,3109,10359,12752,16601,18114,23859,27057,14943,20883,190866,210134,30884,40330,44121,21215,54487,48217,98490,134217,115757,164486,169942,217035,194354,364036,493621,666940,863798,3868938,58251403,361243,0,0,0,0
19341,0,878467,0,175,4925,17980,22578,24860,29552,35783,30936,18687,25375,195590,210919,37055,44015,49713,25886,60481,54641,98001,139836,117475,167152,178847,220447,202188,376416,504346,694029,874892,3887738,57994391,374375,0,0,0,0
21735,0,956662,0,6774,31390,33461,32427,30693,29492,41069,30012,20735,19626,171180,177910,20291,22242,38460,25308,37033,56942,129892,121963,126294,180111,161545,195935,217162,377237,474825,700472,1074721,3938284,57731247,383962,0,0,0,0
36914,0,956600,0,5790,28021,30660,31104,30460,28271,42164,32073,18621,19377,175864,184683,23228,23305,43018,25708,39018,55074,117703,136802,123105,174876,175992,218359,217636,392959,512339,739754,1087872,4089149,57398256,402337,0,0,0,0
43475,0,963208,0,3010,14822,13692,8882,7241,7992,11723,22994,11053,11169,233589,247460,17187,19683,40184,23356,36149,50189,109995,145295,127677,171081,195273,238319,213185,402707,539824,756142,1096983,4224760,57195276,413517,0,0,0,0
38399,0,982013,0,15350,73039,74041,63585,50809,55722,64340,36609,21089,24874,175725,184222,28371,28608,48201,29465,44134,53993,110968,143340,120909,175208,179549,221775,219775,403705,516181,797964,1033226,4261400,56892717,447786,0,0,0,0
39744,0,1016327,0,3192,14952,12875,8284,7237,7806,11424,22447,9939,10995,242960,246131,17645,20229,40975,23401,37861,49263,105722,148111,125246,169632,206081,241250,217923,409388,559006,813383,1124577,4371101,56822841,459144,0,0,0,0
