25737,0,1275759,0,6937,16971,13749,12390,9467,12629,11059,5424,3649,5048,10728,12537,5262,5039,6678,5557,7382,7893,10793,13805,12255,15901,17226,19113,27403,33824,44982,91426,116794,225620,1308321,103675,0,0,0,0
27628,0,1282583,0,42,503,2845,3976,3994,4807,7099,6059,4763,7096,19775,29381,12109,5235,8186,7775,11068,9482,12389,19448,15370,17631,21568,22145,27897,37417,46944,95578,118399,224507,1282400,104934,0,0,0,0
29548,0,1291729,0,5026,12132,12909,11316,9234,12687,12305,6375,3950,5465,12757,15608,6688,5341,7752,6214,8837,8647,10528,15266,13742,16422,19823,21864,27391,37722,46813,96838,119236,227344,1256346,107178,0,0,0,0
32283,0,1303751,0,683,4197,5468,4422,4055,4947,6073,4124,3641,4951,25032,31786,10633,4687,8075,7684,10889,8730,11689,20179,16323,17117,22042,22808,26381,37773,45916,99326,117058,227912,1236917,113481,0,0,0,0
28385,0,1325897,0,14,189,1444,2067,2050,2644,3526,3609,2806,3905,27578,35450,9274,4172,7532,6990,10070,8222,11420,20092,16261,16690,22675,23338,25509,38196,47306,99486,120663,230332,1226893,116348,0,0,0,0
33159,0,1358932,0,20,245,1423,2095,1723,2671,3038,2778,2308,3065,10689,13751,4586,3877,5674,5262,7402,7889,10567,15680,13783,16866,20870,23641,28618,39165,53911,99599,132980,240804,1211411,122551,0,0,0,0
40229,0,1363261,0,18,228,1650,2119,2166,3009,3656,2901,2717,3691,9775,13031,6261,4815,6959,6701,9461,9236,11529,17075,15556,18833,23023,24183,31915,43297,51506,105250,128579,242804,1170396,125203,0,0,0,0
44974,0,1368434,0,21,246,1658,2198,2154,2844,3623,2791,2669,3450,9711,13480,6015,4532,6809,6517,9138,9066,11179,17202,15606,18452,23647,24280,31213,44696,52707,107715,132241,247781,1144629,129355,0,0,0,0
45697,0,1381100,0,23,212,1652,2155,2097,2871,3506,2911,2581,3381,10647,15280,6121,4556,6955,6557,9281,8803,10808,16985,15883,17987,23490,24901,30579,45123,54142,111407,136370,256095,1103398,137479,0,0,0,0
50095,0,1405795,0,153,1402,3336,3204,3543,4191,5313,3590,3438,4480,10260,12803,7456,5786,8520,7783,10576,9576,12619,15976,16502,18212,21937,22803,31322,43499,48955,112139,129481,257023,1064563,144702,0,0,0,0
50288,0,1438323,0,62,901,3070,4049,3383,4706,5434,3209,3341,4202,7099,7841,5271,5024,6448,7037,8117,9272,9958,14012,13068,17459,16401,20278,31370,40106,47275,110125,126875,273779,1043442,159808,0,0,0,0
43575,0,1448353,0,23,384,2090,2721,2634,3540,4361,3597,3035,3873,8448,10140,5505,4974,6976,6996,8466,9291,10785,14299,14476,17613,18864,22407,32579,45227,48976,115581,131539,280662,1010260,158783,0,0,0,0
49099,0,1454837,0,9,172,1418,1797,1910,2445,3103,2272,2247,2892,6141,9081,4897,4063,6118,5862,8083,8188,9378,13536,13925,16352,19482,22161,31018,46266,49857,119196,138843,289579,993114,163692,0,0,0,0
34824,0,1475069,0,17,420,1489,2007,2043,2476,3299,4089,2305,2928,8913,9509,5103,3929,5764,5843,7909,7839,8798,13408,13753,15459,19978,22539,30072,46411,50750,120156,143915,292681,966978,170360,0,0,0,0
34445,0,1492775,0,7,171,1197,1493,1553,2073,2630,2535,1976,2626,7303,12504,5281,3753,5699,5632,7633,7771,8631,13114,13568,14987,19923,21695,29738,47990,51120,122055,145873,302142,935386,175754,0,0,0,0
39189,0,1517781,0,85,441,1586,1911,1811,2572,3105,2421,2081,2589,5189,7867,4325,3633,4902,5530,6527,7341,8279,11706,11646,15014,15494,18980,30327,41049,47208,120689,136821,315161,922701,185072,0,0,0,0
38994,0,1525017,0,17,238,1360,1841,1790,2397,3146,2203,2122,2736,5991,8724,4628,3864,5322,5623,7073,7695,8447,12224,12647,15032,17308,20871,30620,45674,48915,123414,143819,319333,886879,185069,0,0,0,0
34699,0,1538838,0,10,214,1354,1715,1758,2313,3105,2860,2124,2766,5742,8451,4742,3928,5473,5918,7561,7953,8362,12635,13449,15345,18556,22187,31298,49391,50872,127625,146204,332126,841481,189978,0,0,0,0
31817,0,1554056,0,84,459,1575,1907,1908,2525,3256,2204,2214,2792,5727,9072,5100,3853,5722,5915,7531,8115,8221,12384,13510,15054,18921,22138,30920,51776,51777,128963,152653,340551,802884,195449,0,0,0,0
18755,0,1583935,0,6,136,1172,1430,1504,2013,2680,2386,2018,2718,6955,10211,5368,3692,5403,5620,7377,7663,8158,11697,13187,14588,18723,21268,29612,51494,52680,130860,156505,348319,771898,201002,0,0,0,0
13304,0,1632630,0,19,246,1368,1589,1854,2310,2957,2147,2137,2668,4701,8151,4582,4172,5324,6156,7378,8394,9426,12727,13436,17083,17636,21806,33974,49159,56456,130040,152325,348084,724383,202411,0,0,0,0
30606,0,1629981,0,171,900,2079,2337,2180,2983,3687,2363,2502,3078,5091,7334,5335,4554,5972,6764,8183,9202,9677,13380,14663,18397,19405,24090,34870,53949,56372,130668,154679,342894,698154,194533,0,0,0,0
15716,0,1657312,0,328,5423,7638,5611,4533,5902,6325,2884,3091,3638,6194,8235,6288,4528,6570,6613,8374,9502,8813,13256,14330,16517,19523,23922,32546,55191,53799,127223,155050,351938,655716,198504,0,0,0,0
10206,0,1674065,0,215,3132,5751,5230,4277,5570,6708,3057,3264,4219,6591,9012,7109,5054,7206,7308,9338,10569,9421,13717,15074,17326,21069,24869,33827,59545,56197,128944,162101,358623,612155,200284,0,0,0,0
20526,0,1680882,0,28,418,1849,2156,2198,2806,3815,2501,2647,3507,6107,8471,6643,4996,6858,7389,9340,10260,10711,13745,15700,17766,21558,25427,35029,61828,58120,132094,167596,368228,587210,202624,0,0,0,0
13352,0,1714424,0,1387,4154,5384,5011,4912,5615,6459,3233,2832,4214,5057,5931,5486,5224,6330,6827,7703,9344,10034,13000,13750,18421,17342,23883,35474,53291,59853,130953,158147,379184,557420,207402,0,0,0,0
19275,0,1715078,0,134,645,2624,3052,3506,3973,6046,4092,3192,4640,6812,7484,7169,5812,7298,7649,9319,10541,10805,13707,15652,19007,20635,26161,36453,62134,61437,132252,166681,381650,526316,199802,0,0,0,0
17267,0,1725676,0,2417,7582,6939,5935,5131,5644,6376,2679,2617,3659,4753,6329,5872,4688,6332,7212,8589,10137,9836,13181,15338,18811,21221,26135,36584,65404,63016,133571,170496,387211,498335,196060,0,0,0,0
11050,0,1743693,0,84,580,2538,3138,3530,4087,6323,4418,3402,4788,7214,7785,7483,5977,8047,7654,9689,11072,11027,13672,16308,19366,22326,26841,37120,68675,64896,134137,176511,390169,474595,192838,0,0,0,0
19373,0,1754064,0,49,257,1153,1624,1784,2148,3571,2476,2865,3928,7262,10170,8982,5126,7369,7916,10602,11233,11349,14001,16927,19637,23775,26999,37566,70742,67352,133946,180909,391303,454607,189968,0,0,0,0
15812,0,1787661,0,17,217,1423,1652,1915,2398,2991,1976,2385,3030,4198,5131,5103,5014,6134,7701,8680,10681,11428,14597,15920,22094,19157,28199,42030,62022,71164,137726,168898,397898,441510,194271,0,0,0,0
17713,0,1793457,0,42,292,1539,1954,2115,2572,3539,2181,2628,3633,4462,5876,5836,5390,7005,8154,9424,11946,11939,15010,17196,22545,21608,30059,41606,69601,72442,137259,177098,399684,410892,184336,0,0,0,0
19466,0,1801830,0,12,195,1215,1631,1621,2188,3233,2027,2259,3114,4232,5675,5581,4711,6441,7889,9130,11628,10816,14759,17352,22469,24240,30732,42805,74840,74887,139672,183236,398898,395255,176994,0,0,0,0
19438,0,1816921,0,34,239,1247,1675,1813,2307,3387,2146,2374,3254,4311,5818,6258,5396,7313,8077,9893,12273,11912,14667,17686,22663,24633,31281,43233,77866,76164,137738,185704,397766,372896,172650,0,0,0,0
19938,0,1840546,0,41,281,1376,1701,1984,2305,3462,2257,2432,3366,4347,5858,6212,5417,7449,7644,9627,12260,12230,14301,17456,21644,24149,29860,42231,76631,77234,136021,188116,395900,357549,169208,0,0,0,0
16256,0,1883214,0,19,216,1452,1617,1867,2343,3125,1849,2364,3018,3936,4799,4828,5187,6124,8049,8376,11400,11618,15333,16354,24212,19706,31163,45188,65493,82894,138626,171697,404099,334440,170171,0,0,0,0
17037,0,1892116,0,11,224,1340,1771,1834,2303,3314,1966,2327,3297,3884,5353,5846,5241,6757,8295,9274,12854,11551,15983,17826,25023,23089,33439,46163,75484,84865,139209,181589,395360,309845,156563,0,0,0,0
11675,0,1909976,0,15,278,1447,1893,1956,2432,3452,2088,2310,3288,3985,5401,6016,5322,7136,8483,9895,13491,11656,15796,18399,24892,25080,34143,46266,81131,86275,138471,185916,394151,289211,149107,0,0,0,0
22157,0,1917142,0,64,1733,3636,3519,3638,4203,5419,2741,3239,3661,4951,5995,7263,5949,7934,8590,10506,14754,11710,15909,18597,24639,25831,33712,45257,82037,86056,133497,187212,384512,271845,143125,0,0,0,0
21564,0,1945820,0,19,397,1447,1800,1798,2317,3195,2045,2258,3111,3860,5302,6144,5182,7065,7670,9644,13172,11760,14505,17983,23611,25219,32923,44811,82966,89537,135577,191708,386777,259660,140186,0,0,0,0
18199,0,1995709,0,23,269,1461,1730,1841,2381,3052,1856,2440,3100,3998,5045,5334,5672,6558,8909,9217,12360,12863,16887,17957,26484,20421,34327,49611,68269,92711,136507,170127,384974,241998,138743,0,0,0,0
19373,0,2006086,0,12,269,1267,1745,1876,2284,3331,1991,2452,3540,4007,5440,6125,5706,7014,8979,9736,14013,12490,17031,19176,27681,24027,36308,50015,78628,94160,136747,177880,372710,223289,125645,0,0,0,0
20650,0,2020446,0,9,240,1358,1921,1903,2540,3433,2074,2460,3536,4289,5363,6675,5809,7527,9002,10535,14941,12768,17211,20234,27529,25809,37152,50580,84127,95681,136093,180884,363083,206848,118323,0,0,0,0
22608,0,2041394,0,6,280,1490,1966,2145,2583,3928,2309,2709,3917,4482,5671,7560,6397,8502,9414,11117,15955,13881,17176,20913,27644,25692,37178,50025,84616,95885,131820,181895,353485,194621,111769,0,0,0,0
10867,0,2089472,0,5,232,1197,1500,1635,2100,3158,2055,2278,3234,3820,5100,6637,5854,7785,8370,10288,14683,13679,15688,19757,26091,25304,35723,48375,83911,98468,130197,183727,348143,182591,109109,0,0,0,0
19460,0,2140239,0,14,314,1575,1856,1840,2389,3314,1838,2534,3147,4083,5099,5907,6192,7191,9424,9696,14388,13259,18487,19121,28190,20633,37617,52297,67912,100506,127209,160966,339592,169188,105556,0,0,0,0
18794,0,2154771,0,5,211,1250,1748,1665,2141,3186,1837,2305,3258,3858,5273,6270,5834,7334,9209,9988,15210,12829,17948,19918,28504,22918,37959,51427,76767,101518,129256,167094,330442,154071,96235,0,0,0,0
21427,0,2171896,0,8,473,1437,2060,1853,2390,3494,1991,2245,3355,3889,5166,6812,6147,7708,9180,10425,15837,13176,17393,20663,28846,24247,38648,50836,81596,101262,127441,167771,319511,142067,89783,0,0,0,0
22277,0,2201373,0,1,187,1112,1485,1544,2102,3047,1892,2175,3046,3694,4905,6893,5912,7909,8514,10410,15953,13331,16587,20139,28126,24819,37640,50127,82838,103314,124981,168999,310086,131422,84193,0,0,0,0
15746,0,2255870,0,1,92,679,940,1044,1392,2071,1530,1747,2556,2980,4473,6188,5727,7368,7839,9711,14557,13328,14873,19135,26308,23658,35100,47423,79500,104094,123086,168825,300308,122475,80409,0,0,0,0
18814,0,2330342,0,1,84,600,810,821,1189,1726,1070,1452,2077,2724,4390,5412,5791,6241,9053,9117,13628,13377,18358,18954,28197,18801,37268,53777,61921,102596,122090,142589,283171,109452,75140,0,0,0,0
20262,0,2346369,0,2,122,724,1181,1088,1451,2152,1304,1567,2424,2820,4771,6289,5887,7153,9101,9879,15993,12709,18976,20539,29394,21679,39638,53799,71629,102554,119746,144413,262227,97030,66161,0,0,0,0
16249,0,2371511,0,0,142,782,1295,1197,1643,2441,1400,1659,2362,2750,4642,6878,6254,7809,9209,10420,17212,12896,18267,20975,29356,23440,39941,52818,75214,102717,117419,144220,249969,87219,60727,0,0,0,0
20054,0,2398109,0,1,70,587,841,940,1177,1879,1063,1339,1941,2076,4399,6785,5904,7537,9024,9986,16996,12882,17363,20399,29179,23450,38727,51336,75591,101743,115414,143004,243556,80519,57162,0,0,0,0
16148,0,2452991,0,0,22,232,302,338,483,805,616,804,1071,1326,4544,6811,6099,7615,8594,10178,16569,13091,16523,19966,26837,21906,35652,47464,71228,103997,110749,143523,231714,67557,55278,0,0,0,0
